ESTIMATED_CO2_TOTAL_TONNES,OAG_SCHEDULE_FINGERPRINT,DEPCTRY,ARRCTRY,ELPTIM,STOPS,DISTANCE
36.427,25281a8925ba3db1d672c3d2b34bd1ccdbe36b1cb8082143ceb717d5be7596d8,US,US,538,0,2171
56.095,cef41eb6502ad99f321b07cf107b6dd9cac2506277936731aa6a19ccbb7a1404,US,US,645,0,2581
11.468,8807cdd94d180d373b7601d3b66caa314ebaa176d2564831e5b16fff1b0ce009,US,US,151,0,544
28.911,bf1b1f1ae618bd29dcccbdf7501fdff304a0a2b28210692f777285d2392729c7,US,CR,405,0,1705
26.918,134e9bf85a96e81632a42e36ccd818a9dc14e48170fa58afa0eeef116196ff64,US,US,403,0,1428
17.845,9c66a46e5ce492b94a097a65bae15e61696c3f667a8e94c2e2b143e2ca290eb2,US,US,239,0,853
19.346,f21e98602588ab5590420fe3170efb7c3b35dcc089f42addc561c56b0db0bd9a,US,US,307,0,864
18.997,77bd36abf32fdd4cb37b8d1f17fe59a17c2f1560d524a149ef5edfff49ffc4fe,US,US,301,0,917
18.518,0e36c9318a6cbe4d6d76a3208c93a2a282ec9dc337c198e6caafe0614254d68e,MX,US,250,0,942
18.333,2960f92978eeef51ebd04c7d5fe59030a82549cc6077fe9b8a25f1a7e7bd5f44,US,US,243,0,1036
18.6,23e5b003211be713de24ba32b0a714d8ab322d6407cfc86e14957f247bfdcc3f,US,US,306,0,978
19.589,8a1ce5ad8517001e0c49d69a273f6c36a2f391251d03e96b84a37e85b0ae555d,US,JM,255,0,1169
16.908,9a7c72bc59b13c4b21236113184d3cf602a9c9a0f982faa3430fe1a2270100c8,US,US,216,0,630
27.588,88e4a49d0ffe8ed2882f550b4ed9f5dcb7244aaadf185ed827d28868f8656278,US,US,432,0,1722
13.183,f7194055180d8c80e1f060dc667f0d35c2096a0964b364e3d5ca5d27bed29996,US,US,154,0,683
22.434,961c2d40072732b0d8b8b13354ac1e44d32882de6178f2366c5d34984be28091,MX,US,300,0,1098
16.149,9562b96eb6475f1e9c995a1f9366cb366c59aa7dc2086ade60f1261d5390b4cb,US,US,210,0,815
22.234,d01b688c95c1e13b8d062776e1fa9567670c3c783b5eef1fd38f6436f262fc00,US,US,325,0,1118
27.881,1a007eb892dc374002cf8885994a465f2de85b5f0089de13174d1a0ba70d7d1a,US,US,332,0,1232
16.458,d5b7864d1b3862e56f5977c3bbb51a6b0233992486f120ae766dd4b832ae8146,US,US,230,0,853
15.791,25f6198ef532bc691f1a1b183a1af0bcf86894f0963f666f7a77366f42cee687,US,US,156,0,651
30.528,83bc867e0c6b87288e13fcdd86ccfad540805de31d07ee627c6db6a1fe9e7f4d,CR,US,418,0,1726
25.407,a8b75795159b326ad9303a2e8b43d1946fc1ebe7a5980a6fce5508db4a105006,TT,US,415,0,1624
47.904,fc8dcf34dcd8e54e6f34cb6d51123f90fde1f7e896fa721bd470660b3ac5a2eb,US,US,534,0,2581
12.017,12cfff7fd2ebd16d599a18310a6d84de0534444a4bb3255b9cc35a61f888fd3b,JM,US,154,0,526
23.036,15c768fe0b4473ca587c78b96850a8eac0303676d8d97ebadb09fe54dfb15e71,US,US,345,0,1260
26.509,fa42951f92c6a9d8fd9acbe8b65b2134f28488fd565c878adabcc80529ed595f,US,US,351,0,1668
42.638,50ac768c5482fcf70197ef32b2f89a3355cd83c21050c780e54a06f87747f0ae,US,US,458,0,2292
19.076,35b6474e009898b24a6e5d1cc69647f6f407469919e02420c1169c848162d89c,US,US,247,0,1102
5.785,c4bf7ab3984a34af67e938dc763577250232b2dca15d3fa2dfc1f5cf918c85ea,US,US,136,0,441
8.2,c8fea97f9ed4386589690a3480bf712e929718e15b4731872ddb9117b7456248,US,US,214,0,601
8.048,c3d37bad0cb78ea05f51e904f44644d620d6065eede375d353d882ee9fb1f209,US,US,204,0,662
9.319,678c55ceba8f3263235ae436575901dcd87d7ece4ee2b02ab0fccccbbdb4a5ba,US,US,233,0,836
4.801,47ffbca2aa05ff9d0e474eb6a319574886d8d7abd6d0e40c84623ee2950ad793,US,US,126,0,234
8.849,d9ec70a44bb35493cba760018ae6ba79387355717e0e45a91e2a058eb9acd050,US,US,233,0,646
9.676,9aa657f0bffb6572dd3605a52d7298ac138710891a86057700e58d0c3edddba6,US,US,233,0,736
13.351,7a5fe96e99e95c496328bece7ed7dbca77f2275adc7e4865523ce1e3f05066b4,US,US,334,0,1328
3.127,ee44c6d778fc239950573e2b5f565532079ee80038f1206ea26c38d5f96c798f,US,US,58,0,113
7.203,2df84d060f29d9ce3a1c6e96d250d220bdc3fcc649384cac127a2204b11ec0b1,US,US,210,0,620
3.965,1cf052f1e8630fa48bb52607fa4dab4da210dca364476e45ad431788632a5c2d,US,US,110,0,207
13.15,7dcea16f4c8f19bcc24d61239d8403f96dbc3cbe50ea3dad6c76a63adaaadb12,US,US,200,0,674
214.553,3b507f6301c5e225fd8c1536c730d0930cb1a410febf53a7a1ed06b3a24d635d,US,ES,905,0,4954
6.877,60889993beed0b009b631962ad8b441f1362eb0a0286fb074c7f249eecc5149f,US,US,157,0,578
7.203,2cb440e4f28ee130ee511cf782d2c1537c6a61c9449b5b90a5a060301beddda6,US,US,201,0,620
9.685,c9135f0c09f235a9f7d387495a53c462a018e61d303d949008d0803d3139459b,US,US,244,0,978
10.706,dc642591bc26dbdde6af8c19f068595f72bd11751dd0368f6e7f5bf692a541b4,US,US,300,0,872
10.33,2238ac997ab7e4c33ca8ef92372cd93d20968e7ce9a2a9b62bea0c42ad86d67f,US,US,250,0,978
18.955,fcdb70f01e6a88e92e38fa91db207e49617fb750421724197ab202ad4dc99cd1,US,US,242,0,921
3.782,f4c5a42dcc34d2e5752b7ea2f8125e7afa6e39b4e2181640dc37af7b933f7c72,US,US,116,0,196
6.452,3deea7ec6e62a074808fb291eff308597e37a9043dd54e147b9dc77fa98c9599,US,US,143,0,461
8.688,69a11359e409d8d5c12636b7e28de2fabcfa4e837a9d87ccde90e4cee15ba913,US,US,228,0,630
5.523,3c120117476a8dd01e6b49fd701d287c99eb1f866e56c10992a3fa2e2ac0e8f5,US,US,131,0,397
9.703,92699702127e9ac098572c94ceb6973ffef53984d37cb3889f037d6f9fc936c9,US,US,240,0,961
4.88,304a0ade20712e01d632f3aee263fce820c2bdfe4f2e0e2aca591be53d97d054,US,US,129,0,264
7.909,7b575536868d415695feda4c9d941685f3de65bbd2a2fefac4f2f169172b0332,US,US,158,0,692
5.72,9aeaeac71a20e4ae277916b3a5fb4981567ac0fa4ae118f570618f1bbf1fb657,US,US,128,0,405
17.787,656a3ffb328b8faa29ff02c606517a9e666dce862c08317a5044761f0fbbf51d,MX,US,245,0,938
5.02,6d66487b1e058e94d03932946035204513bac627eb24bf3de79a414b1277c8f8,US,US,128,0,355
5.353,81c896d80eaedd620a136e2f013d56d452e21ea62a24a8da433b9c18250c993b,US,US,125,0,403
7.944,caa70720364ba0d003e61e8e352ba3eed9a7bc179f28dc0877a577490884d478,US,US,216,0,578
7.473,d00312ecae4d24c059fb318bc574df5443c60d76e99be2e20ddb97dcb835dde5,US,US,108,0,289
7.738,945a4c6d752e91fa64108689c8dbd47703a745fab69fd7693fd5c516e5e6df3b,US,MX,202,0,516
7.799,68feb7ce0c171bec82a8d418bc1daec05aa7e121236cb079aea48e0437d5724a,US,US,150,0,597
9.548,8796c8f46f6965dcfebd98ded04af8c9700f1b0bcdedf8e52d37f34cb86fd991,US,US,233,0,985
4.532,905ee34b082ecf547b58f7635610f525a832ac9626caa574d6f1d72bd722b968,US,US,118,0,308
4.532,f51aa00f9f6b7e266f128929dcfa927d982b61771684d40bfe972afa896aa9a0,US,US,116,0,352
10.717,c958bb07576502a38fc04e2eb1d10868cb153b2f170acf25a5e536fec203f915,US,US,302,0,978
7.851,e247e872074a6fdb26326d7c603904beaa3db26162b6b095b4458c7a557e66f5,US,US,206,0,588
7.286,654f64a3620fd1d23ef1f0d8304e5845e1221cb0d030f16c2ab8f7b65bc6f6bf,US,US,200,0,500
20.253,53c2c3b177ebbc76c85ef34f542a753bc6945bf6f6116844cd60aa5e4f674cac,US,US,310,0,1031
4.805,49125f0d9d103ce61d86209b2d571ef5e22ed109c088be313fa2eafe293d1bfd,US,US,121,0,290
4.421,9ad688e7d60a4adda38586342d895701827133b90c7166bc03ffed2018529587,US,US,121,0,213
6.247,85461a602cb76a14fe1af635ed02ed3fc660c9db84312394dc1373b01c2a8883,US,US,150,0,424
3.293,73a55e24df89a02c59098d39164caad45740b8288b1661276a5a3a7bd64b37f8,US,US,103,0,119
4.131,d30dcef8e3f60619043def10e7e85597e3f0a72008262e2f708ead049c5c5606,US,US,114,0,214
8.018,48632bb372203d0adee4d78ed247ba6e8ea7454d10f100c26e6415a00aa62b50,US,US,218,0,598
10.57,115a3d563ba9bb8d6c6a36f44d8469d376a580669394d99c6723b82979d257be,US,US,241,0,1018
7.137,3f8b02c438ff67d75f2b281d548a6da21833af36e7f6222f31ff8eb34ba24993,US,US,210,0,472
6.02,5f637de9a4caf5315ed115df8a638c0c85eaed757f5431117569575c09308965,US,US,143,0,472
5.044,29ea9e31ebd0c76477cf804c701ae94bd037283045069e7858acf13e69d625da,US,US,134,0,334
6.828,97eab1ec905fe226b915e3ad6a553e64f547432f69f34b7be480e41db44419a4,US,US,156,0,424
11.784,ed2f5f201ad731cb5cb51e3240cb5dab8582adc555adc7eb45afa25d818b263d,US,US,312,0,1144
7.706,56abefed32a6c8958c073a5295ad93f3b4f99071b1752de1c692eb1a2f24da6b,US,US,201,0,659
5.557,3b5122052f79e3a59a0b5312a7a46611aaa776906385ab0d0a845931106b4143,US,US,149,0,328
4.585,d0aa43e06983540cd3d545c7fd7d8789512baefdad037cb67120016b1de1aa6d,US,US,122,0,268
11.434,fc3fcdee2826df8f39ce513c3111a75ef14e67950090494c95c714460cdfe9eb,US,US,256,0,1208
2.901,f156dcd9f0dd2eb61629a77af827a1c57f92b053656103d700aa5cda2d74a886,US,US,50,0,110
11.048,921d8b0f40e3e94d357bd1f49bf735d62d1d1aee99874c7ee5830eb0d4093527,US,US,251,0,962
13.321,4b67996c75578d48503d0d85c5b3393ee360c94efafff9f1157d607107a16b3f,US,US,324,0,1107
5.889,ad62ef7d0e534ab9a96f9c2dc0fab07125f96ed6e18961207d3f03e2f6abd7e9,US,US,134,0,335
6.108,338774b3ff22dead2d09d421fdb47659c679e0acba1963e81e8b811c6e37bcd7,US,US,136,0,481
9.943,c77976800a34c950314a485c5d91c4b29dd407bb2e4eb452c34b638610cbe138,US,US,220,0,689
4.276,5bc28be826c5a33c2c6b94213e51810228b42a3878478e235d4089046cb95e53,US,US,118,0,248
4.745,93fb70338e68fcebd2a38d3f63a12a7db3b7bb230a8d665fc7b7b360554212e8,US,US,124,0,296
4.957,0f8e8bdaf392ee93c5f450074adc5dc41ecd0eeac0f820f8ef46e67bafdc2a62,US,US,127,0,227
7.351,488a0913cf323b15c1b4618dd1f208e73e9b3fd23254a3158963f60aed09670d,US,US,202,0,460
4.034,5490a39cb2b303b6173deac0baafcd16dad52fc6410d8cb436f36a0c6171f19a,US,US,116,0,196
6.607,000c3d3aa43cddbfec398010e3e7712139c9c406fe7fbb55e4fbcc027622745c,US,US,141,0,370
4.457,d8d7a409ca5335c72e9af64fe3912a8fec8ecd5a3fae8a194372429e22ae5ecb,US,US,138,0,221
4.059,dbad393a3a8919463d4ad1a39af3367ec656ba7b155e932b4d8423da13374ae1,US,US,109,0,221
5.194,7ad0f788c4723186b7ccf5ad957222c8a5363fc53357c83f8ac2ec5459321a2e,US,US,134,0,241
2.727,60b763a49eb253b9c6c244bdfe38bcfc0f54f643f118c0e8bdff99d22689e7dc,US,US,102,0,89
5.675,14f35dbb49a0ec58e5dd84d26091b72fd8a716955321556484861f1b26a50599,US,US,147,0,282
11.535,9bbecfbc6518ae38fe14b636e5c70c5460a1b06aa367ba62bd3ea9cd902b1cdb,US,US,259,0,958
6.607,8c04dacd708380250f81d21c3ba2b79c92beb0f86196c19ad29cc226066cbca5,US,US,150,0,370
8.657,cd0968b14850dc06fcdd9086a88eca8abd2d1e274d0d7dec903e804d5440284a,US,US,202,0,607
12.985,2c5320778654fc844c3167fc4f9af6ad4479c9c8c6e57d3a13dafd7827ccd672,BS,US,250,0,860
12.618,8a54f7711f549770a4ca8fd80c437af7844fa206c0034f050d8c66f37b5be5b7,US,US,139,0,428
6.168,6af0903b2ff8bda1349864810280ed711bcf1e893a14e2abc260fc99fe6ff8b9,US,US,108,0,190
2.957,04cd84fa1efb2cdc3da1fba4d7182bdc5085bd9a41e92e28128e0c593e569676,US,US,124,0,287
3.666,c1164c89602a81516c22d9ebed4c7da7c85451d4d9a942fb257cf644052fd076,US,US,149,0,372
2.069,28fc70ade7713655e5b553258903604dfa2004885e1d86215a6206fb251d060c,US,US,116,0,116
1.871,b96242570b4c373530276f939d4b4c41cb0aa85219ab27809d804b7ec79c61a1,US,US,59,0,83
2.176,e5226d3f303a6c62f579264ab9d37469cd532dc32886d447d321f901c9031d2c,US,US,106,0,67
4.739,5801a2d65c82afa30f3c4ee8daa166f410c39f05c5aff1366864319caa7ed266,US,US,213,0,667
2.311,0a70b9aea78735240f89e99fabf087ab87407c3f103edbc6bf1b455d1b5b5817,US,US,124,0,122
18.701,e466685178206f20e1af9550ee7c294dd21bef175caa245054d64be93c256e62,US,US,233,0,1042
38.463,39ef46e770bfbd0eae90a7c37d86bc9776a8a869832bce772e2a98b1209f9e35,US,US,541,0,2841
3.005,559e41b38b5b8555752ad13bfa5b276d88ee8e987164a0ce8834fcfabe67fa14,US,US,56,0,119
179.278,256c27c2c0c1e0361931339a8c17172e4c01ed3c87445a6d7bdd9f865e32a7dd,GB,US,810,0,3442
162.878,64772e5d8e4b64d459f47faed4345f0d55bee29013918de713a4b65559bb410b,GB,US,1040,0,4824
22.997,6f868ddc06fba4268c0308a6ba65326232e8c19f53565aff84439b94ffbc9351,AL,GB,330,0,1180
16.822,319a80ecda585c1a0367d4984083a9a90a6cf9ac1829934a3dd43cc8a54f027c,GB,PL,230,0,887
17.123,d1914828e8d68788d4818ce53bc862b38db21053100ae87bda787d39d37b63e8,GB,PL,230,0,913
8.429,55637e017d169b7a9d3b62dd3f47dc72d122847334cc2985a20a1878cad90a93,GB,GB,130,0,344
12.018,8a59d12b3ed0c05cdbed18cdd45e9ddfd15d24f4cdf0eab324f32dbe3aeb2cb0,ES,GB,225,0,714
6.356,4a8d4d1cdd4db217ee0be4d35bbe2ab563a162d9af2b821d910969e36490de6d,NL,GB,125,0,230
8.215,9bb492b2f2b1f0391e534141d6c6ba0e4ec684c9e6330bbe4aff1290c8471e48,GB,GB,130,0,331
12.331,69ef7513e72606a794d8c63ca8248da657c6fef805c30e21f0d521baf59db914,GB,PL,230,0,913
12.231,c01001be4088847e2bcfa9bd4896ff6f7cc3c925f1da5568b1ac5b11b8859124,DE,GB,220,0,585
8.168,4fc936f1d0c5cceb38a9db645a5c52b7464fa88714de6038d90a91f08f930e53,GB,GB,135,0,331
11.965,fd18b62067ee2a22bde03a329c9cd54358d8cfa6efb65014a54bb1327fc31e84,FR,GB,220,0,647
30.401,beeab2cd3f280cf2248471677f6cbf5cae2335c964b2ecd1961855dc1923cbe9,AU,AU,415,0,1771
16.015,ed9e5f32cdcbf219f3549f8a3825394a3603361b929c70bc476cc58a2027aad8,AU,AU,215,0,865
26.459,58993ad53320fe8ad32a77ba9c0501b404c4e869e4a2d436d3cf2fefc2eee791,AU,NZ,335,0,1639
13.691,794634ab482f839c5eab59ee0697981d8db8cda705bcc00b7e969301e97f8be2,AU,AU,215,0,865
21.568,59d52d663e62d47c85b4cef6e22d1593522a21e6fbb4c1d50b3c18d3ce8bb513,AU,NZ,305,0,1321
17.713,9ed6420e929d766c3766cd82e8c85b71245c980f6b1adfa7071b922c16cb3a36,AU,AU,220,0,858
3.813,b0f89c15980565fe517832f70735f227a4b0ce56392f1047665b71f5eec9107a,US,US,109,0,172
18.754,1ab1cbf5bbf8504a826c0be3868da4b575dbbafdde3b57134c1444010e46bfcd,US,US,300,0,979
23.449,be136acc5e13ddb3d9831bd5840973d5f8053bc2ff957f52abbd1aeec1aca4ae,US,US,335,0,1539
21.115,8dce26c37f88a7c3e9c81d039b88fd361079ff9c50e99c3de8a3d8874edc722c,BR,BR,330,0,1458
9.765,4a8377e05bfd933c452f8ad290f0e9dbae4b6a8da86b998ab363ee5b7c94bf18,BR,BR,140,0,471
13.984,0d89385ca35fb49f5fcfd3a00a860860807139cc6a07821c1bc9c902594bd1c7,BR,BR,205,0,756
22.354,b0d632a64330d8292bea976aab8123394b64d1239fba28ed4b1e9568ad18b2a2,AR,BR,310,0,1414
13.694,228cf36fbdcc4d24ff519f7f1233b516da835adc15b29a5d7aed84be90ef508d,UY,BR,235,0,976
13.081,e6e74d5e3f7a58cd5248c12a995befdd395532db15c3f3550f39a957c476bbe1,CL,CL,204,0,688
119.115,3679cd21df2020cb9eb3018a812a4a90e8d7bc29fa547e60ef0cff9ff34a39c4,MA,US,805,0,3601
3.458,922a7d8eb797e7cd27a221225d6f2c1d788279ad68210c43feac97381718a94f,MA,MA,50,0,124
12.431,36232f98f62dd0bd87ad793d72081fb51bb5145de060300b25ebff9272707044,FR,IE,200,0,644
22.176,e72375b1c7362142123282c376240d8231a95d9c2e5caf102cb409e97af45a66,HU,IE,315,0,1189
7.207,b8b7cbb799269598e14b7e1d8073d447ba0bd1d297958379e8af864e4e08c895,GB,IE,125,0,279
19.138,e5a5ee890fb80bfece715b29fb63b2c3ac6ef8234e68ba44f6723330e6ecf6dd,AT,IE,300,0,1058
470.445,56b2eb40be5d841e65bf0061f26b7d3b5324ffe9178ef8bf0185ec37d8a1e5c8,QA,US,1700,0,7919
106.041,8665a496193337e473eaca5fa8eb731448ef3faef73c8dbd9409aecd2b91627b,QA,VN,705,0,3725
101.137,e4a249b1f1ec06b70d69b033bfa61cd63bfe89bdd2e0e782d1ab24e9815f9aaa,QA,ET,415,0,1406
15.634,548d7200bc7b3ec0be713be887469ee6394da6f38b3194feeedef83dfc923c4b,QA,OM,200,0,591
26.549,985274ff792881391d74954471c0097eec619535f0756cebcd15259276cc50ec,QA,SA,240,0,827
150.636,180a87b9eba1d02d25bd80d797da8dfd0601c1891f5d33bc9c889e9e6b99dadf,QA,ZA,820,0,3879
195.743,7eca362659f17dee622797332a513c1cd5230c2b683ce9ca3521cac7fbe4a50c,IE,US,1100,0,5085
23.864,a223c98f1e38d7933d1684c6a14fdbef98d9a154cd90b4a5d752d5051c891733,JP,JP,130,0,548
23.864,d94352af6a28cfba9a7e2215a38e0d73431929627952d0e04d3c6ccd96ff064c,JP,JP,135,0,548
13.15,ee24a6ae34adbd8d25e3d1e6020eff51ea26f2d4b4fd9ccbdf1ee3e4862afd8f,CH,ES,205,0,627
15.955,8892780b633e88940e07a837cfe7683e4698da7b64097695d16eb6c9a787df19,IT,IT,2000,0,317
128.933,0a0a8ece2053469113c1873ca3689e33848a8c556dc86ac3c454a0060fd511f7,US,ES,715,0,3580
3.995,98a1bb2302ee6bb0d21c139af5a9bccd58c6adb085601417734335e74870f50e,ES,ES,105,0,186
4.744,308f657c77bd5bb736eca6a62ad38e0da5100fbd06f8176f5cae61882a26471c,ES,ES,115,0,289
18.162,0fdd70d74919415eb5d5e8153e5442fc67b34be2546b295c2b86f63061f504da,NL,ES,245,0,906
18.666,4e4b8259c5a03a25a74da9a376de062c7c80add4c705c8a1dc66656650889b8a,ES,ES,255,0,1098
3.837,b3a2ca7847058dec0e50e205c0f7a4b133bc647b308b47e2e3938393f984be8f,ES,ES,105,0,203
3.227,f926f237b1279f21ea1baac95f2b1b9137a78623ca1a2ed46604f1061b44b65f,ES,ES,150,0,362
16.079,9768a0ab5935be696923d2ae7a912a69bb2b7063a1e73e6314c668044ef42b03,CH,ES,225,0,770
3.763,58647f942823d2f270ab943c954a6315e957fe8fb9a6546fc3a146c3ef637d45,ES,ES,105,0,177
7.342,b41035e7dad5b9dfed19891d62fe532a15507b9df8d4ec42493b0fb89ed060ef,ES,ES,120,0,269
3.995,c30e4f9bee4af44441c01ae9a6b8e28fd2d3932ed5849f2d168dbe0506d32601,ES,ES,105,0,186
10.989,1576221d7c3f7e51e75d1e12ed0a89f85b28b4b4d7603bfb881b83660a247634,DE,DE,645,0,97
50.739,21b8fd197d6a8f81a0b3c08928c8489022af8e853b25f80f938a58594dc97059,HK,TH,305,0,1049
84.147,b7897a7db1aca4a5fb1f5713c85ce8ade38a7b69b3d1fdef5efbea99cd2036f9,HK,ID,450,0,2025
47.751,3bbc0117960a2ca605c7de37df1287da3b067e56ea37dd362a5c30f9606a5974,TH,HK,255,0,1049
132.056,1a65c93326cceb28d125386bbd6d26d35c6b8061d060b02d0aedf38c12b449d9,IN,HK,525,0,2654
11.698,4ae5f643430006e8ba74912ffadabbdb3b182bcf0dc30240bcf5e3da8552b93b,PL,FI,200,0,709
7.382,3055d1978c831fc2a1d20ce049c605f0a06e2e9f250d2a453b152d0cd5b4bcf1,NZ,NZ,105,0,298
12.16,0d3f421afba38412a1dffff20674aaa38430aec635491d76fa3091d4cad247f3,JP,JP,145,0,584
22.813,763228c63cdab516a43d246af0ab10b33a1f1f826a064154dc9c9b40711f56bb,CN,CN,310,0,1029
14.398,15b140c44fdff983442e8535008155d799b6c961d64f95af3dd5406a767de5a9,IN,IN,215,0,788
193.293,3f3600dda565f361300398c3e57e31f7bbc7b855749261597f4fc3a15fbb7c11,JO,US,1340,0,6222
43.04,22f94a8909ab31fe8e103cdc1966b6b47636a8aaf82d237e576d142f577e0b32,US,US,637,0,2489
6.084,29c33836dfbf2b77865a56a832e2e0b66fbe396a5a853f3d5fffcbf9f36256af,US,US,140,0,400
9.584,de4a2ac12f144f267b7a9cf0001209a1bf6d5b472c89a65a490d953302c8bd03,US,US,215,0,712
6.083,2c7f63835d0c4499057e7011bf5f9daed8e9c2ad1cd528ffc5d55cf5aca39883,US,US,142,0,447
97.118,fcf101133e360d3e5e87844b2e09a16df8f43388a19dd552c91ad7b34c40b0b6,CA,US,548,0,2234
24.649,cff93a3b7d6766ef1bd1b185d0d42fb8f8536a9b10c4c990db189994b941fa84,CA,CA,423,0,1671
32.761,a2abe0869be353e3e5e68b2e8058ee1b1c6b58fd7d8eb047baa70492c8bd7376,CU,CA,350,0,1611
29.802,a6b6346c7127e9413a45076a10698aa1de05851783e85c865bf9b07dc8aebfc5,MX,CA,400,0,1795
42.321,3df139bd277adc425b88a7726563bbef68f9a0e008c0e89255e9613841fb8522,LC,CA,555,0,2346
7.761,f29ee4b30e8816192d2c82e4fcc75a0221c93385734da68536f7e8c00fd083b5,CA,CA,130,0,427
17.058,82afb0a706a63b5cab5af5895ac11c1e9fe1d2b35a092bb341105af08dc44cf3,GB,PT,240,0,973
9.737,9ee4f48f996a78fc261cc2e09460fa3d641eab52f650fc32dcd315b9edc376ec,AU,AU,130,0,468
19.446,92c96c0386b9efe47cc7de3a02f75e8b7109b3f9f4e6b191225b01a8469f8e31,AU,AU,245,0,1007
23.149,ef812ed671e9b33af9c6bed9c493b36824caad7ab1c53556bd653aad0e00c615,AU,AU,305,0,1226
17.769,40a89a377112939c6faa06918f224a4ab571e25173b147a2b00276fe74f25c3b,EG,KW,225,0,995
8.042,735eac58ec5e299dd5a87c62a8b331d8b164623bd19b16a17a87b1777755f28d,EG,JO,120,0,294
25.814,f3fa7bac025b754c082ca04ab27df5e472d2ee71cdd96ca7edc7a9c01c76372a,GB,EG,440,0,2195
43.154,b0195739c28d58556a48e1bbc2c7bfe756d9df691c448f006f11c170cdf76a49,EG,KW,225,0,995
18.082,c5f6b3a4d86032596c7212f3c951da7e9bcb143caa59b3d15045c251759fcef6,HR,GB,220,0,850
14.091,c83c92e087f331f47653fcefd98d6d5d98a88a424f45ead7ff39eb56594116ca,US,US,213,0,745
16.656,c722c186536b38e8f300070e1cd53a7f8dd82d8c2278c008e3782a2ba872f2f7,US,US,300,0,1067
19.841,3c85366b03dc20a60018db2e99649ace6a88fd0b2a78bad79dd6be4ce03bdeb5,US,GT,254,0,1107
18.865,bab761f199be7a05ee547fc6703c38602de474f7d5ba7529a4d7b1a1e921f62f,US,US,249,0,966
9.532,1555bbf7c528200c34fa5f1111fe2bd2c75e9d83cab1acfc93cd01eec367837c,US,US,226,0,641
17.559,ea9a1804705940c6c9c9030efd78ceb97a6a137b08ebe629b184160f61df87ab,US,US,311,0,1070
17.434,6a4749560889b3a419a9f5aa07aed9e16b868f2815ca318f3aec36ce856ac615,US,US,252,0,1035
16.971,1eef3764193a0af04aa4a536671f5afc0fa2779784514966c945b3e1c33ac277,US,US,303,0,999
3.492,097a163a41e2a544c8b96687d1e504667fea4152f1745cfec1f4cc4781b0be32,US,US,134,0,426
22.969,d38f645709964599fce2ace8f53d9f73fb917d6710914855078a260842ab0f8a,US,US,332,0,1437
3.087,fe08bd1bf074a76f4580b4e6ac194e8e2097a66fd32bffb7027c4e10bf1b68aa,US,US,128,0,301
10.116,57d8ffbab45705890ad3a45cdd3c3408cc77588b0452b699518525727ccdb014,US,US,153,0,551
6.593,4a97319657208a1c5db8f4fd0979de027cc65ffa3cd75b72f4736a6b12eed561,US,US,113,0,224
7.544,8642a2cd078e7b5b9595cc1dcb810ba48dc78b60b262fde4a44355a859e7db69,US,US,138,0,284
20.194,e6939b349fecebb97659213bbe3be57c60b0e54a56db93a9671bb80e8360042a,US,US,257,0,1014
32.072,472b2ee4d8581090f7d07a49e22e05e8e9bac2e6b807dcac4b1d185fca4b5a8d,US,MX,422,0,1883
15.44,45fb311f4924a610e9295faeb7e4ebebb8f6c1e28264703b8bbcaf8444eb8a2e,US,US,224,0,818
39.33,0bab10a866e9cfc38bf87f3af5fb0c52662a2cfa2880174158c6f7fdea2301c4,US,US,549,0,2395
127.026,226328722a61a89db4e34a6bac55d39352ad2f8f068abdeb2b6d3543b42b7829,US,US,528,0,2395
4.811,32e25c13b1ab8170e00974581825419d7d32d562fc06cda2756d4cfdb35c8713,US,US,127,0,299
18.865,2f3b0b17fb3628856d27432597c42442f1bd68dd7ef351766976a1f40cc747ff,US,US,249,0,966
20.587,b150b2f6e6dc1e21318305162b9ffc8a43ce3b94d4c576174fd2036970b7b353,GT,US,257,0,1107
8.408,12451138316a0477e1e3e85e1a8d01a5eef365ae33f199916a906736af341e45,US,US,215,0,582
121.682,b301543f2b1393112822e25148741f38c25dca328fc674d16c3a20df7ca7000d,PT,US,840,0,3583
7.722,dd0e020f4f66f8e692872e74df47b8d553ac2f58354424dde2b9d2876fa0d007,CA,CA,123,0,315
85.196,f2caec9a472e416d9602420ea9957df46c7c660a9b11b79184332a7d7317823d,US,US,412,0,1843
2.348,34bc4c65b38ecbfc94079935d5e14058614930e13797e7e1308757c0829383d9,US,US,54,0,86
8.279,6a407ebe4ae44554ba6d20426560a0554047de21f3a559c42ff0c201a7245ebf,US,US,207,0,551
8.411,c59d0ce39466aee77dc1f6602d0336986c956279d4ddadca4b782076b17e77fd,US,US,133,0,334
3.183,af72fd77642806079380d06a610f2e2df12e9e59f8793873f6762a114d1aa357,US,US,130,0,309
38.084,03a5f4ff00e1a0b65fbf00a4e587e3cbad46d2859aa0c58e900608852e14356f,SX,US,452,0,1697
4.331,ef90a87ca97790dac00e36dd5b89d4487cd7c643fabb5a34aa9b8848b350ebca,US,US,131,0,258
14.082,7c8fe1de00a349aa846894dedb780d62606a18656be09dbc2001d3815c3e86e3,US,US,213,0,776
264.232,5484559836d9758321da95f5d25588a888d861af172b01cab2ddaeccaaf7996e,US,DE,1105,0,5685
35.602,a893519ec5bb9a2e1ed9cb639cd0ad0690dfa94e301ce2ec33460243990f33d0,MX,US,456,0,1883
